"UniqueID","id","company","title","sentiment score"
"387_Persimmon","1414","Persimmon","Persimmon makes strong start, but notes pre-election uncertainty","0.305"
"1369_Kingfisher","1415","Kingfisher","Britain's FTSE advances as investors cheer Kingfisher results","0.611"
"265_Lloyds","1416","Lloyds Banking Group PLC","UK to raise 9 billion pounds through Lloyds share sales","0.137"
"601_AstraZeneca","1417","AstraZeneca","FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment","0.42"
"1742_Deutsche BÃ¶rse","1418","Deutsche Boerse","London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse","0.344"
"539_Sainsbury","1419","Sainsbury's","Sainsbury sales slip again as price pressures take a toll","-0.303"
"639_AstraZeneca","1420","AstraZeneca","AstraZeneca beats profit forecasts, helped by external deals","0.566"
"761_Baxalta","1421","Baxalta","Drugmaker Shire bids $30 bln for Baxter spin-off Baxalta","0.314"
"1418_Costa","1422","Costa","Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown","-0.457"
"195_AstraZeneca","1423","AstraZeneca","AstraZeneca two-in-one drug succeeds in lung disease test","0.576"
"827_Glencore","1424","Glencore","Glencore slumps 30 percent as debt fears grow","-0.781"
"515_Royal Mail","1425","Royal Mail","UPDATE 1-Britain to review Royal Mail regulation after rival exits market","-0.1"
"146_Berkshire Hathaway","1426","Berkshire Hathaway","Warren Buffett vows never to spin off Berkshire Hathaway subsidiaries","-0.285"
"1024_ZS Pharma","1427","ZS Pharma","AstraZeneca to Buy ZS Pharma for $2.7 Billion","0.593"
"100_Weir","1428","Weir Group","Slump in Weir leads FTSE down from record high","-0.827"
"368_AstraZeneca","1429","AstraZeneca","AstraZeneca immune system drug wins orphan status in rare cancer","0.394"
"484_Tesco","1430","Tesco PLC","Tesco set to put mobile unit for sale - FT","0.071"
"686_Rio Tinto","1431","Rio Tinto","Rio Tinto CEO says iron ore market at equilibrium","0"
"449_Cypress Semiconductor","1432","Cypress Semiconductor","UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution","0.306"
"1466_Barclays","1433","Barclays","Barclays in Talks With AnaCap to Sell French Consumer Operations","0.211"
"1122_Comcast","1434","Comcast","ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...","0.623"
"593_InterContinental","1435","InterContinental Hotels Group","InterContinental Hotels Denies Reports of Starwood Merger Talks","-0.007"
"1373_Tesco","1436","Tesco PLC","Tesco breaks its downward slide by cutting sales decline in half","0.172"
"1365_Intertek","1437","Intertek Group","Intertek swings to Â£347 mln loss on oil's slump","-0.734"
"1443_Shell","1438","Shell","Saudi Aramco, Shell plan to break up Motiva, divide up assets","-0.102"
"1571_RBS","1439","Royal Bank of Scotland Group plc","RBS set to close two branches in the region this August","-0.271"
"693_CR Laurence","1440","CR Laurence","CRH adds CR Laurence to acquisitions tally for $1.3bn","0.259"
"1187_Direct Line","1441","Direct Line Insurance Group PLC","Direct Line expects claims of Â£110-140 million from three storms","-0.367"
"343_BAE","1442","BAE Systems","BAE may sell part of US intelligence and security business","0.102"
"494_AstraZeneca","1443","AstraZeneca","AstraZeneca R&D boss Briggs Morrison leaves to head private drugmaker","-0.121"
"1136_Shell","1444","Shell","Oil Giant Shell to Cut Around 2800 Jobs Amid BG Takeover","-0.564"
"1669_AB InBev","1445","AB InBev","Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale","0.103"
"1677_WPP","1446","WPP","WPP shareholders should oppose company on pay at AGM - PIRC","-0.243"
"323_RBS","1447","Royal Bank of Scotland Group plc","Warning as RBS slumps to Â£446m loss","-0.782"
"98_Reed Elsevier","1448","Reed Elsevier","Reed Elsevier share price slides on underwhelming full-year results","-0.526"
"1155_L&G","1449","L&G","L&G completes UK's largest medically underwritten bulk pension risk deal","0.25"
"1499_CaixaBank","1450","CaixaBank","BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure","0.243"
"705_Barclays","1451","Barclays","Barclays sees Fed rate hike in early 2016","-0.321"
"200_Legal & General","1452","Legal & General Group Plc","Legal & General eyes company deals as individual annuities wither","-0.098"
"655_ITV","1453","ITV","CompaniesITV's audience numbers fall to lowest in 15 years","-0.585"
"128_ConAgra","1454","ConAgra","ConAgra Names Former Hillshire Farms CEO Connolly to Top Post","0.101"
"908_AB InBev","1455","AB InBev","AB InBev offers SABMiller $3 billion breakup fee","-0.015"
"1359_London Stock Exchange","1456","London Stock Exchange Group","London Stock Exchange boosts FTSE on new bid hopes","0.743"
"806_Glencore","1457","Glencore","Glencore has a mogul in denial","-0.206"
"450_Land Securities","1458","Land Securities","Land Securities share price: group reveals strong full-year results","0.74"
"838_Glencore","1459","Glencore","FTSE 100 drops 2.5 pct on Glencore, metals price fears","-0.597"
"866_Glencore","1460","Glencore","Copper market may get a 2003-style supply shock from Glencore closures","-0.571"
"1562_Krispy Kreme","1461","Krispy Kreme","Krispy Kreme bring delicious doughnuts to Maryhill Tesco in Glasgow","0.1"
"1679_Amazon","1462","Amazon","Jim Armitage: Amazon is Primed to deliver pain to grocery's old guard","0.188"
"562_Lloyds","1463","Lloyds Banking Group PLC","3p PPI payout for Lloyds customer","0.068"
"1308_HSBC","1464","HSBC","HSBC Reaches $470 Million Accord Over Foreclosure Abuses","-0.835"
"590_Johnson Matthey","1465","Johnson Matthey","Johnson Matthey raises prospect of investor payout","0.281"
"1032_AstraZeneca","1466","AstraZeneca","UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion","0.524"
"1227_J Sainsbury plc","1467","J Sainsbury plc","Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...","0.764"
"93_Tesco","1468","Tesco PLC","Tesco store closures herald broader property overhaul","-0.109"
"258_Daiichi Sankyo","1469","Daiichi Sankyo","AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US","0.364"
"1330_Barclays","1470","Barclays","Next Barclays Investment Banking Chief May Signal Staley's Strategy","0"
"1441_Old Mutual","1471","Old Mutual","Old Mutual shares soar on break-up report","0.911"
"1426_BP","1472","BP","BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack","-0.226"
"334_Centrica","1473","Centrica PLC","Higher energy consumption fails to lift Centrica's Q1 results","-0.367"
"499_RBS","1474","Royal Bank of Scotland Group plc","S&P downgrades Barclays and RBS on government bailout fears","-0.53"
"643_AstraZeneca","1475","AstraZeneca","AstraZeneca share price: Crohn's Disease drug divested for $215m","-0.027"
"1430_WWP","1476","WWP","WPP Chief Projects Tough Ad Market as Customers Avoid Risks","-0.407"
"1751_Easyjet","1477","EasyJet","EasyJet Seeks EU Operating Certificate as Brexit Workaround","0"
"1439_Smiths Group","1478","Smiths Group","CompaniesSmiths Group profits plumped by security scanners","-0.408"
"477_Gazprom","1479","Gazprom","Centrica extends gas deals with Gazprom, Statoil","0.199"
"1585_BHP","1480","BHP Billiton","European stocks hover near 3-week low, Dialog and BHP slump","-0.631"
"937_Barclays","1481","Barclays","Barclays share price: Chairman 'perfectly comfortable' with ring-fencing rules","0.139"
"1211_SunRay","1482","SunRay","SunRay Cuts Jobs as New Hampshire Reaches Cap on Solar Incentive","-0.67"
"1189_Aberdeen","1483","Aberdeen Asset Management","Aberdeen sees more investors pull cash in the December quarter","-0.526"
"1019_United Utilities","1484","United Utilities","CompaniesUnited Utilities H1 profits just miss expectations","-0.37"
"945_BHP Billiton","1485","BHP Billiton","Why I'd Buy ARM Holdings plc And BHP Billiton plc Today","0.424"
"228_Standard Chartered","1486","Standard Chartered PLC","New management bring rights issue risk at Standard Charteredâ€","-0.048"
"420_Tesco","1487","Tesco","Tesco names Deloitte as new auditor after accounting scandal","-0.452"
"1505_Tesco","1488","Tesco PLC","Tesco returns to profit, but City demands more","0.218"
"1735_Great Portland Estates plc","1489","Great Portland Estates plc","Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?","0.165"
"614_Zurich Insurance","1490","Zurich Insurance","Zurich Insurance Considering Offer for UK Rival RSA Insurance","0.25"
"906_RBS","1491","RBS","ABN Amro: Bank that brought down RBS poised for return to the market","0.2"
"436_Shell","1492","Shell","Shell's Arctic return faces hurdle at Seattle port","-0.261"
"86_Imperial Tobacco","1493","Imperial Tobacco","Imperial Tobacco launches caffeinated mouth strips","0.08"
"41_Deutsche Telekom","1494","Deutsche Telekom","Deutsche Telekom to Spend $27 Billion on Network in Germany","0.262"
"1133_Takeda","1495","Takeda","UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal","0.47"
"507_Arm","1496","ARM Holdings plc","Arm slammed by handset sales outlook","-0.41"
"274_Aviva","1497","Aviva plc","Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger","0.548"
"781_Glencore","1498","Glencore","Glencore taps investors for $2.5bn","-0.3"
"1638_Intertain","1499","Intertain","Intertain considers London listing","0.169"
"1230_Dixons Carphone","1500","Dixons Carphone","CompaniesDixons Carphone to close 134 UK stores as sales jump","0.144"
"594_Barclays","1501","Barclays","REFILE-Hikma and Barclays help Britain's FTSE to climb higher","0.457"
"994_AstraZeneca","1502","AstraZeneca","AstraZeneca lupus drug cuts disease activity in mid-stage trial","0.499"
"796_Morrissons","1503","Morrissons","Morrisons reveals the 11 supermarkets facing closure at the expense of 900 jobs","-0.2"
"499_Barclays","1504","Barclays","S&P downgrades Barclays and RBS on government bailout fears","-0.52"
"1021_BHP","1505","BHP","BHP names chairman, board members to oversee Samarco disaster","-0.422"
"79_Carnival Corporation","1506","Carnival Corporation","Carnival Corporation Launches Shipboard Mobile Gaming Solution For Mid ...","0.187"
"1120_Wilshire Bancorp","1507","Wilshire Bancorp","BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal","0.818"
"257_Heinz","1508","Heinz","How Kraft-Heinz Merger Came Together in Speedy 10 Weeks","0.206"
"712_HSBC","1509","HSBC","HSBC selling unprofitable Brazil unit to Bradesco for $5.2 billion","0.182"
"1536_Uinilever","1510","Unilever","Volumes up and turnover down at Unilever","0.114"
"246_Citigroup","1511","Citigroup","Citigroup to Sell OneMain to Springleaf for $4.25 Billion","0.234"
"1077_Tesco","1512","Tesco PLC","Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...","-0.222"
"1759_Shell","1513","Shell","Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan","-0.509"
"262_Sainsbury","1514","Sainsbury's","Sainsbury's share price: Supermarket pushes ahead with Netto roll-out","0.264"
"500_Old Mutual","1515","Old Mutual","Gross Wins Back $272 Million Fund as Old Mutual Keeps Faith","0.275"
"1243_Tesco","1516","Tesco PLC","Britain's FTSE outperforms Europe, Royal Mail and Tesco rise","0.439"
"1511_BP","1517","BP","Bob Dudley's 20% pay rise at BP is a bit rich","-0.166"
"1727_Barclays","1518","Barclays","Three former Barclays traders found guilty in Libor rigging trial","-0.609"
"1730_Barclays","1519","Barclays","3 ex-Barclays traders convicted over Libor rigging","-0.611"
"921_BP","1520","BP","Climate qualms mean oil will never be used up - BP","0.144"
"267_Tesco","1521","Tesco","Tesco's Dunnhumby: Is Sir Martin Sorrell's WPP about to take a stake in the ...","0"
"919_Tesco","1522","Tesco PLC","Tesco PLC's Recovery Continues With A Â£250m Cash Infusion","0.337"
"665_BHP","1523","BHP Billiton","Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout","-0.646"
"1516_Shire","1524","Shire","Shire Sees Baxalta Deal Closing as Expected After New Rules","0.224"
"731_BHP","1525","BHP Billiton","UPDATE 2-BHP Billiton profit dives to 10-year low on commodities rout","-0.754"
"1463_ITV","1526","ITV","ITV share price: Group mulls takeover of Canada's Entertainment One","0.422"
"169_Tesco","1527","Tesco","City shock as John Allan beats Archie Norman to Tesco chair","-0.293"
"1053_SABMiller","1528","SABMiller","UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins","0.043"
"1243_Royal Mail","1529","Royal Mail","Britain's FTSE outperforms Europe, Royal Mail and Tesco rise","0.439"
"1356_LSE","1530","London Stock Exchange Group","News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank","0.843"
"948_Barclays","1531","Barclays","Barclays shares dive as plan for ring-fencing costs extra Â£1 billion","-0.693"
"548_Barclays","1532","Barclays","UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee","0.199"
"183_Tesco","1533","Tesco PLC","Tesco shareholders back ITV head for chairman","0.139"
"622_Coutts","1534","Coutts","Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients","-0.248"
"264_Credit Suisse","1535","Credit Suisse","Credit Suisse poaches Prudential's Thiam for Asian push","0.125"
"227_HSBC","1536","HSBC","HSBC share price in focus as executives receive call to appear before MPs","-0.074"
"713_Glencore","1537","Glencore","Glencore posts 3 pct fall in H1 copper output, cuts capex","-0.325"
"1734_Fresnillo","1538","Fresnillo","CompaniesFresnillo shares jump 8% as silver price breaks $21","0.874"
"622_UBS","1539","UBS","Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients","-0.281"
"1503_Banco BPI","1540","Banco BPI","Spain's Caixabank launches new takeover bid for Banco BPI","0.311"
"1112_Tesco","1541","Tesco PLC","CompaniesTesco off to a bad start over Xmas â€“ Kantar","-0.604"
"1132_Tesco","1542","Tesco PLC","Can Christmas Save Sainsbury's plc And Tesco plc?","-0.175"
"1181_Mid Wales","1543","Mid Wales","Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers","-0.509"
"405_Aviva","1544","Aviva plc","Aviva shuts Friends Life head office in rapid integration move","-0.059"
"1062_Thomson","1545","Thomson","Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...","-0.6"
"388_Shell","1546","Shell","Speed of Shell's swoop for BG unusual","0.038"
"1592_Barclays","1547","Barclays","Former Barclays banker pleaded guilty to Libor-rigging offence","-0.609"
"32_Blinkbox","1548","Blinkbox","Tesco sells Blinkbox and broadband service to TalkTalk","0.039"
"1360_Centrica PLC","1549","Centrica PLC","Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?)","0.403"
"802_Aggreko","1550","Aggreko","Industry NewsAggreko buys Canada's ICS for Â£18m","0.253"
"896_SAB Miller","1551","SABMiller","SABMiller revenue hit by weaker EM currencies","-0.439"
"986_G4S","1552","G4S","G4S slides on balance sheet worries","-0.593"
"1232_Royal Dutch","1553","Royal Dutch Shell","Should You Buy Royal Dutch Shell Plc After Its Q4 'Update'?","0.083"
"398_Imperial Tobacco","1554","Imperial Tobacco","Imperial Tobacco Adds Quarterly Dividends After Profit Rose","0.336"
"633_Shell","1555","Shell","CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn","0.218"
"1239_Sage","1556","Sage","Broker tips: RBS, Croda, Sage","0.393"
"1590_AB InBrev","1557","AB InBev","Australia clears AB Inbev's $100 billion SABMiller buyout plan","0.312"
"32_Tesco","1558","Tesco PLC","Tesco sells Blinkbox and broadband service to TalkTalk","0.192"
"1279_BP","1559","BP","BP reports biggest ever annual loss","-0.99"
"310_Schroders","1560","Schroders","Schroders posts profit growth","0.505"
"580_London Stock Exchange Group","1561","London Stock Exchange Group","London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...","0.141"
"1069_Old Mutual","1562","Old Mutual","Industry NewsOld Mutual appoints former SA finance minister as non-exec director","0.25"
"1611_Royal Mail","1563","Royal Mail","Royal Mail share price rallies amid positive broker comments","0.59"
"1748_Wells Fargo","1564","Wells Fargo","Berkshire applies to boost Wells Fargo stake above 10 percent","0.484"
"1570_Easyjet","1565","Easyjet","Glasgow EasyJet flight forced to divert because of rowdy passengers' antics","-0.05"
"1772_Barclays","1566","Barclays","Barclays Libor verdicts provide much-needed victory for SFO","-0.638"
"1012_AstraZeneca","1567","AstraZeneca","AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval","0.393"
"1073_Barclays","1568","Barclays","Barclays sells benchmark indices unit to Bloomberg","0.141"
"859_Tesco","1569","Tesco PLC","Tesco sells South Korean arm to private equity group for $6.1 billion","0.25"
"1272_BAE Systems","1570","BAE Systems","BAE Systems lines up oil executive Woodburn as next CEO - source","0.125"
"1075_L&G","1571","L&G","L&G strikes Â£230m bulk annuity deal","0.54"
"453_BP","1572","BP","Drilling begins 3 miles from epicenter of BP oil spill","0.078"
"231_Barclays","1573","Barclays","Barclays drags FTSE into red as compensation mounts","-0.625"
"1289_LSE","1574","London Stock Exchange Group","Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter","0.136"
"122_BP","1575","BP","U.S. Oil-Worker Strike Reaches BP Plants With Talks on Hold","-0.274"
"1338_Lloyds Banking Group","1576","Lloyds Banking Group PLC","Lloyds Banking Group reports 7% dip in annual profits","-0.696"
"248_PwC","1577","PwC","British American Tobacco drops and sues PwC over pollution scandal","-0.437"
"854_Tesco","1578","Tesco PLC","Tesco picks buyout firm MBK as preferred bidder for South Korea unit - sources","0.216"
"914_SAB Miller","1579","SABMiller","AB InBev ups offer for SABMiller as deadline looms","0.257"
"1480_Shire","1580","Shire","Shire share price: Investors stage rebellion over executive pay","-0.41"
"1118_Dixons Carphone","1581","Dixons Carphone","Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!","0.766"
"388_BG","1582","BG Group","Speed of Shell's swoop for BG unusual","-0.079"
"1188_RBS","1583","Royal Bank of Scotland Group plc","RBS Shares Drop After Surprise Pension Charge Cuts Capital","-0.651"
"1775_EasyJet","1584","EasyJet","Easyjet in talks with EU governments about moving its headquarters out of the UK","0.173"
"887_Standard Life","1585","Standard Life","Industry NewsStandard Life enjoys strong inflows to lift assets under management","0.438"
"178_Persimmon","1586","Persimmon","UPDATE: Persimmon Profit Up Strongly, Outlook Positive","0.937"
"1680_Standard Life","1587","Standard Life","Standard Life and Old Mutual join CII push to professionalism","0.5"
"1168_Shire","1588","Shire","Shire says internal synergy goals from Baxalta deal higher","0.287"
"1741_Tesco","1589","Tesco PLC","Tesco share price tumbles after negative broker note","-0.779"
"807_Tesco","1590","Tesco PLC","MBK Partners closes in on $6bn Tesco Korea deal","0.264"
"1529_Lloyds","1591","Lloyds","Lloyds share price: Lender set to escape steep profit fall","0.228"
"250_BP","1592","BP","UPDATE 1-BP signs $12 billion energy deal in Egypt","0.466"
"303_Glaxo","1593","Glaxo","Glaxo gets OK to expand marketing of inhaler drug","0.322"
"174_British American Tobacco","1594","British American Tobacco plc","UPDATE: British American Tobacco 2014 Profit Drops, Difficult 2015 Ahead","-0.598"
"1315_Meggitt","1595","Meggitt","CompaniesMeggitt profits hit by weak energy and military markets","-0.302"
"294_AstraZeneca","1596","AstraZeneca","AstraZeneca, Juno latest to collaborate on immuno-oncology drugs","0.247"
"1528_Tesco","1597","Tesco PLC","Tesco share price steady as analysts weigh in on results","0.052"
"1389_Barclays","1598","Barclays","Barclays To Pay Ousted Boss Â£500000 Bonus","-0.128"
"1523_Valeant","1599","Valeant Pharmaceuticals International","UPDATE 1-Valeant asks CEO Pearson to cooperate with US Senate committee","-0.148"
"821_Morrissons","1600","Morrisons","Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe","-0.731"
"1483_Shoeders","1601","Shoeders","Schroders assets hit record in Q1, buoyed by institutional inflows","0.674"
"1526_Lloyds","1602","Lloyds Banking Group PLC","Profits drop six per cent at Lloyds Banking Group, beating analysts' expectations","-0.336"
"989_Tullow Oil","1603","Tullow Oil","CompaniesTullow Oil will cut expenditure further in 2016","-0.066"
"1156_Glencore","1604","Glencore","Glencore increases debt reduction and cuts spending","0.304"
"679_WPP","1605","WPP","Chime Communications Set To Be Acquired By WPP And Providence","0.202"
"199_G4S","1606","G4S","G4S sees profits rise but UK contract problems remain","0.252"
"567_Diageo","1607","Diageo","Britain's FTSE recovers two-month low after Diageo shares rally on bid report","0.442"
"813_Glencore","1608","Glencore","METALS-London copper climbs as shorts cover on Glencore cutbacks","-0.485"
"1337_AstraZeneca","1609","AstraZeneca","CompaniesAstraZeneca shares hit as 2016 revenue forecast to fall","-0.375"
"1487_Crown Castle","1610","Crown Castle","Crown Castle buys Tower Development Corp for $461 million","0.331"
"1740_Persimmon","1611","Persimmon","BRIEF-Persimmon says too soon to judge effect of Brexit","-0.114"
"826_Morrisons","1612","Morrisons","Profit slumps at troubled UK grocer Morrisons","-0.63"
"270_Barclays","1613","Barclays","U.K. Stocks Little Changed Near Record as Barclays, Shell Fall","-0.431"
"669_GlaxoSmithKline","1614","GlaxoSmithKline","FTSE led lower by M&S, GlaxoSmithKline","-0.401"
"553_Petrofac","1615","Petrofac","Petrofac share price rises despite Â£30m costs on North Sea project","0.09"
"607_Economist Group","1616","Economist Group","Pearson in Talks to Sell Its Stake in the Economist Group","0.172"
"868_Glencore","1617","Glencore","Investor body in talks with Glencore on $2.5 bln placing - Sky News","0.054"
"1224_SABMiller","1618","SABMiller","Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri","0.236"
"642_Barclays","1619","Barclays","Understated approach of Jenkins failed to win Barclays board over","-0.277"
"1133_AstraZeneca","1620","AstraZeneca","UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal","0.37"
"1300_AstraZeneca","1621","AstraZeneca","AstraZeneca agrees licensing deal for Plendil in China","0.383"
"1708_Giraffe","1622","Giraffe","Tesco set to sell Kipa, Giraffe businesses - Sky News","-0.221"
"329_RBS","1623","Royal Bank of Scotland Group plc","Foreign exchange probes push RBS to Â£446m loss","-0.791"
"188_Whitbread","1624","Whitbread","Whitbread share price climbs on Q4 sales growth","0.513"
"556_Actelion","1625","Actelion","CompaniesActelion shares hit record on Shire takeover talk","0.721"
"89_Ashtead","1626","Ashtead","UK Stocks Little Changed as Ashtead Gains, Housing Shares Drop","0.288"
"1143_RBS","1627","Royal Bank of Scotland Group plc","Standard Chartered, RBS Escape Capital Raising in Stress Test","0.335"
"1473_Premier Foods","1628","Premier Foods","CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs","-0.421"
"587_Barclays","1629","Barclays","Barclays share price: Investment bank to shrink further despite CEO exit","-0.294"
"1716_Barclays","1630","Barclays","Exclusive: Barclays reins in foreign exchange trading before referendum result - sources","0.152"
"1407_Barclays","1631","Barclays","Copper Falls With Mining Stocks as Barclays Warns of Pullback","-0.8"
"1233_Glencore","1632","Glencore","LPC-Glencore launches refinancing of US$8.45bn loan","0.173"
"242_GSK","1633","GSK","GSK and Novartis complete deals to reshape both drugmakers","0.285"
"1372_AstraZeneca","1634","AstraZeneca","Sanofi poaches AstraZeneca scientist as new research head","-0.058"
